restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Hotel Sai Restaurant,Restaurant,"North Indian, Chinese, South Indian",3.3,450.0,Dhanori,Pune
Kamat's Green House,Restaurant,"North Indian, South Indian, Chinese, Fast Food",3.5,400.0,Lonavala,Pune
Dharwadi Mishra Pedha,Restaurant,"Mithai, Street Food",3.6,250.0,Sadashiv Peth,Pune
Brugge,Restaurant,"Bakery, Desserts, Fast Food",4.1,700.0,Dhole Patil Road,Pune
Vasant Family Resto Bar,Restaurant,"Chinese, North Indian, Seafood",3.6,1200.0,Rasta Peth,Pune
Taipan's Dhaba,Restaurant,"North Indian, Fast Food, Chinese",3.1,500.0,Camp Area,Pune
Madhuban Restaurant & Bar,Restaurant,"North Indian, Chinese",3.4,800.0,Bhosari,Pune
Fantasy Juice Bar & Snacks,Restaurant,"Beverages, Fast Food",3.9,250.0,Bund Garden Road,Pune
Uncle Kitchen,Restaurant,"North Indian, Chinese, Street Food, Beverages",3.7,650.0,Camp Area,Pune
Milestone 09,Restaurant,"North Indian, Chinese, Fast Food",3.4,650.0,Pune-Solapur Road,Pune
Bholenath Garden & Dhaba,Restaurant,"North Indian, Chinese, Kebab",3.2,700.0,Old Mumbai-Pune Highway,Pune
Hotel Prathamesh,Restaurant,"North Indian, Maharashtrian",3.1,500.0,Shivapur,Pune
Ganesh Bhel,Restaurant,"Fast Food, Street Food",3.5,200.0,Kothrud,Pune
Buninda,Restaurant,"North Indian, Chinese, Mughlai",3.3,700.0,Mulshi Road,Pune
Kwality Wall's Swirl's,Restaurant,"Ice Cream, Desserts",2.5,200.0,Viman Nagar,Pune
Madhur Family Restaurant,Restaurant,"Chinese, North Indian, Mughlai, Malwani, Biryani",3.2,700.0,Wakad,Pune
Hotel Srushti,Restaurant,"North Indian, Mughlai, Chinese, Seafood",3.2,650.0,Pimple Gurav,Pune
Cafe Brookside,Restaurant,"North Indian, Mughlai, Chinese, Continental",2.7,1100.0,Viman Nagar,Pune
Spice Restaurant - Hotel Park Ornate,Restaurant,"North Indian, Chinese, Continental",3.4,1000.0,Yerawada,Pune
The Village,Restaurant,"North Indian, Chinese, Mughlai",3.7,500.0,Pimpri,Pune
Kamakshi Hotel,Restaurant,"South Indian, North Indian, Chinese",3.6,600.0,Chinchwad,Pune
Chandani,Restaurant,"North Indian, Chinese",3.3,650.0,Karve Nagar,Pune
Sunny Farms,Restaurant,"North Indian, Chinese",3.3,400.0,Salunkhe Vihar Road,Pune
Nirman Family Restaurant & Bar,Restaurant,"North Indian, Chinese",3.1,850.0,Camp Area,Pune
Hotel Anand,Restaurant,"North Indian, Chinese",3.5,700.0,Bavdhan,Pune
Sanika,Restaurant,"North Indian, Chinese, Fast Food, Seafood, Mughlai",3.5,1600.0,Pimpri,Pune
Woodland's Samudra,Restaurant,"Seafood, Maharashtrian, Mangalorean, North Indian, Chinese",2.8,1100.0,Satara Road,Pune
Dulari Garden,Restaurant,"North Indian, Chinese, Fast Food",3.4,450.0,Rasta Peth,Pune
Sai Palace,Restaurant,"Chinese, North Indian, Seafood",3.2,800.0,Kothrud,Pune
Log House,Restaurant,"North Indian, Chinese, Street Food, Fast Food, Seafood, South Indian, Beverages",2.6,700.0,Baner,Pune
Hotel Meghraj,Restaurant,"North Indian, Chinese, Seafood, Kebab, Mughlai",3.5,1000.0,Hadapsar,Pune
Charu's,Restaurant,"North Indian, Chinese",3.4,600.0,Baner,Pune
Rice & Roti,Restaurant,"North Indian, Chinese, Continental",2.9,600.0,Dhole Patil Road,Pune
ShoCkolaah,Restaurant,"Desserts, Bakery",3.6,200.0,Yerawada,Pune
Sheetal Lunch Home and Bar,Restaurant,"North Indian, Chinese",2.9,600.0,Pimpri,Pune
The Mint Leaf,Restaurant,"North Indian, Chinese",3.2,450.0,Hinjawadi,Pune
Shree Inn,Restaurant,"South Indian, North Indian",3.5,400.0,Kalyani Nagar,Pune
Shree Inn,Restaurant,"South Indian, North Indian",3.5,400.0,Kalyani Nagar,Pune
Alaknanda's The Cake Shop,Restaurant,Bakery,2.8,300.0,Pimple Saudagar,Pune
La Boulangere,Restaurant,"Cafe, Desserts",3.8,500.0,Lonavala,Pune
Malini Family Restaurant & Bar,Restaurant,"Seafood, North Indian, Chinese",2.9,1000.0,Hadapsar,Pune
Saad Bakery,Restaurant,Bakery,3.2,300.0,Pimple Gurav,Pune
Hotel R R Restaurant & Bar,Restaurant,"North Indian, Chinese, Mughlai, Maharashtrian",2.8,800.0,Pimpri,Pune
Samruddhi Family Restaurant,Restaurant,"North Indian, Chinese, Mughlai",2.7,500.0,Balewadi,Pune
Samrat Dum Biryani & Tandoor,Restaurant,"North Indian, Biryani",3.1,500.0,Bavdhan,Pune
Cafe Cool,Restaurant,"Cafe, Fast Food, Beverages",3.5,350.0,Nigdi,Pune
Mantra Family Restaurant,Restaurant,"North Indian, Chinese",3.5,600.0,Sinhgad Road,Pune
Soham Dining Hall & Food Zone,Restaurant,"North Indian, Maharashtrian",3.7,300.0,JM Road,Pune
Tasty Corner,Restaurant,Fast Food,3.5,300.0,Bund Garden Road,Pune
Pratik Biryani House,Restaurant,Biryani,3.5,400.0,Karve Nagar,Pune
Alfresco Beyond the Eatery - Four Points by Sheraton,Restaurant,"European, North Indian, Mediterranean, Italian",3.7,1500.0,Viman Nagar,Pune
Poolside Cafe,Restaurant,"North Indian, Mughlai, Chinese, Continental",3.2,1100.0,Viman Nagar,Pune
Bhajan Singh Da Dhaba,Restaurant,"North Indian, Maharashtrian, Chinese",2.5,1500.0,Talegaon,Pune
Malwani Dayz,Restaurant,"North Indian, Chinese, Malwani",2.9,600.0,Hadapsar,Pune
Hotel Aishwarya,Restaurant,"North Indian, Chinese, Biryani, Malwani, Mughlai, Kebab",2.7,850.0,Chinchwad,Pune
Curley's,Restaurant,"Chinese, North Indian",3.2,700.0,Mundhwa,Pune
Kahwa Cafe,Restaurant,"Cafe, Fast Food",2.6,500.0,Kothrud,Pune
Ishaan,Restaurant,"North Indian, Fast Food, Beverages, Juices",3.4,500.0,Magarpatta,Pune
Tasty Tongues Chaats,Restaurant,"North Indian, Street Food, Chinese, Fast Food",3.6,500.0,Bavdhan,Pune
Palkhi Restaurant,Restaurant,"North Indian, Chinese",2.6,1000.0,Kothrud,Pune
Athavan,Restaurant,"North Indian, Chinese",3.1,650.0,Dange Chowk,Pune
Blinque - Parc Estique,Restaurant,Finger Food,3.4,2200.0,Viman Nagar,Pune
HAS Juice Bar,Restaurant,"Juices, Fast Food",3.3,300.0,Aundh,Pune
Cookie Man,Restaurant,"Bakery, Desserts",3.8,250.0,Viman Nagar,Pune
Hotel Sahara,Restaurant,"North Indian, Chinese",2.8,600.0,Wakad,Pune
Sai Sakshi,Restaurant,Chinese,3.2,350.0,Akurdi,Pune
Biryani House,Restaurant,Biryani,3.0,300.0,Akurdi,Pune
Gholap Biryani's,Restaurant,"Maharashtrian, Biryani",3.3,500.0,Shivapur,Pune
Saffron Resto Bar,Restaurant,"South Indian, North Indian, Chinese, Continental",2.8,1300.0,Wakad,Pune
The Gabbar's Cafe,Restaurant,"Fast Food, Beverages",3.7,400.0,Pimple Saudagar,Pune
Hotel Chandrasi,Restaurant,"North Indian, Chinese",2.9,650.0,Pimple Gurav,Pune
Lanterns,Restaurant,"North Indian, Fast Food",3.7,450.0,FC Road,Pune
Kulfi Story,Restaurant,"Ice Cream, Desserts",3.7,200.0,Wakad,Pune
You & Me Cafe,Restaurant,Cafe,3.3,300.0,Ravet,Pune
Hide Out Lounge & Cafe,Restaurant,"Chinese, Italian, North Indian",3.4,1200.0,Dhanori,Pune
Zakir's Biryani,Restaurant,"Biryani, Mughlai",2.9,350.0,Model Colony,Pune
Greedy's Cafe,Restaurant,"Fast Food, Street Food",3.6,400.0,Sinhgad Road,Pune
Oceanus - The Corinthians,Restaurant,Cafe,3.5,1800.0,NIBM Road,Pune
Jamshed Biryani,Restaurant,"Biryani, Fast Food, Chinese",3.5,350.0,Senapati Bapat Road,Pune
Cafe High Score FC,Restaurant,"Fast Food, Chinese, Beverages",3.4,350.0,Kothrud,Pune
Hotel Maharaja,Restaurant,"Fast Food, Maharashtrian",0.0,300.0,Pimpri,Pune
Hotel Niwara,Restaurant,"North Indian, Chinese",2.9,350.0,Hadapsar,Pune
Crown Cafe,Restaurant,"Street Food, Fast Food",3.3,150.0,Kondhwa,Pune
Misal Darbar -Samshlok Foods,Restaurant,Maharashtrian,3.1,150.0,Pimpri,Pune
Landmark Restaurant,Restaurant,"North Indian, Kebab, Chinese",3.1,450.0,NIBM Road,Pune
Ashwamedh,Restaurant,"North Indian, South Indian",3.2,350.0,Shaniwar Peth,Pune
Trupti Meals,Restaurant,"North Indian, Chinese",3.1,400.0,Chinchwad,Pune
Poona Biryani,Restaurant,Biryani,3.4,300.0,Sinhgad Road,Pune
Suaashi Restaurant,Restaurant,"North Indian, Chinese",3.5,650.0,Pimple Gurav,Pune
Cake & Cream,Restaurant,Bakery,3.6,400.0,Pimple Saudagar,Pune
Shree Kala Aaba Misalwale,Restaurant,"Street Food, Mithai",3.4,100.0,Dhankawadi,Pune
Shanti Restaurant,Restaurant,"North Indian, Chinese",3.0,600.0,Hadapsar,Pune
The Spicy Spoon By Assal Amravati MH 27,Restaurant,"North Indian, Chinese, Continental",2.9,500.0,Hinjawadi,Pune
China Town,Restaurant,Chinese,3.0,300.0,Lohegaon,Pune
New Durga Biryani House,Restaurant,"North Indian, Chinese, Biryani",3.6,350.0,Hadapsar,Pune
Navyug Restaurant,Restaurant,"North Indian, Chinese",3.6,600.0,Dhole Patil Road,Pune
The People's Republic,Restaurant,"North Indian, Continental, Chinese",0.0,800.0,Hinjawadi,Pune
Tangerine,Restaurant,"North Indian, Chinese, Continental, Mughlai",3.7,1000.0,Camp Area,Pune
Pet Pujo,Restaurant,"Mithai, Street Food",3.3,150.0,Hinjawadi,Pune
One Stop Lounge And Bar,Restaurant,"North Indian, Chinese, Italian",3.4,1200.0,Viman Nagar,Pune
Hotel Shilpa Gavran,Restaurant,"North Indian, Fast Food, Chinese",3.7,500.0,Pimpri,Pune
Amyra's Kitchen,Restaurant,"Lebanese, Rolls",3.4,250.0,Wakad,Pune
Pizza In Excellence,Restaurant,"Pizza, Fast Food",3.6,500.0,NIBM Road,Pune
Chinese Corner,Restaurant,Chinese,3.6,350.0,Warje,Pune
Fulora Punjabi By Nature,Restaurant,"North Indian, Chinese",3.5,1200.0,Bibvewadi,Pune
Mungarwadiz Mirchi,Restaurant,"North Indian, Maharashtrian, Chinese",3.4,450.0,Satara Road,Pune
Shree Parathas,Restaurant,North Indian,2.6,450.0,Viman Nagar,Pune
Multigrain Thalipith,Restaurant,Maharashtrian,3.2,150.0,Wakad,Pune
Cream Centre,Restaurant,"North Indian, Italian, Mexican, Street Food",3.8,1200.0,Lonavala,Pune
Ambrosia Patisserie & Cafe - Ambrosia Resort and Spa,Restaurant,"Cafe, Bakery, Beverages, Desserts",3.8,850.0,Bavdhan,Pune
The Glass House - Hotel Eastin Easy,Restaurant,"North Indian, Continental, Chinese, Thai, Italian",3.7,1300.0,Old Mumbai-Pune Highway,Pune
Kaffe Fuel,Restaurant,"Chinese, Fast Food, North Indian, Beverages",3.5,350.0,Wakad,Pune
Neo Politan Pizza,Restaurant,Pizza,3.4,350.0,Bhosari,Pune
CKP Aaswad,Restaurant,Seafood,3.5,200.0,Bibvewadi,Pune
Marina Cafe,Restaurant,"Fast Food, Biryani, Ice Cream",2.9,300.0,Hinjawadi,Pune
KP's Pizza,Restaurant,"Fast Food, Street Food",3.1,250.0,Pimpri,Pune
Hotel Gurudatta,Restaurant,"North Indian, Chinese, Maharashtrian, South Indian",3.3,500.0,Karve Nagar,Pune
"BFS Burger, Fries & Shake",Restaurant,"Fast Food, Beverages",2.8,500.0,Kothrud,Pune
Pride Pure Veg,Restaurant,"North Indian, Fast Food, Chinese, Kebab",2.9,800.0,Nigdi,Pune
Desai's Mangoes,Restaurant,"Desserts, Ice Cream",3.5,200.0,Tilak Road,Pune
Victoria 3,Restaurant,"Chinese, Mughlai, North Indian, Seafood, Salad",3.8,1000.0,Chinchwad,Pune
National's Spirits Restaurant & Bar,Restaurant,"North Indian, Chinese",3.0,1000.0,Wadgaon Sheri,Pune
Shree Pure Veg,Restaurant,"North Indian, Chinese, South Indian",2.9,400.0,Pimpri,Pune
Kande Pohe Ani Barech Kahi,Restaurant,"South Indian, Street Food, Beverages",0.0,250.0,Akurdi,Pune
Downtown Cafe,Restaurant,"Coffee, Fast Food, Beverages",3.3,400.0,Shivaji Nagar,Pune
Dr. Bubbles Chai Specialist,Restaurant,"Bubble Tea, Beverages, Coffee, Desserts",4.0,350.0,FC Road,Pune
Tuljabhavani Chinese Corner,Restaurant,"Chinese, Maharashtrian",3.3,250.0,Wadgaon Sheri,Pune
Pizza In Excellence,Restaurant,"Pizza, Fast Food",3.6,500.0,NIBM Road,Pune
Curry and Spice,Restaurant,"North Indian, Chinese",3.3,1100.0,Shukrawar Peth,Pune
Hotel Chandrama,Restaurant,"North Indian, Chinese",2.7,750.0,Aundh,Pune
Burger Vurger And Chinese Restaurant,Restaurant,"Fast Food, Rolls",3.7,350.0,Wadgaon Sheri,Pune
The Sugar Box,Restaurant,"Cafe, Salad, Mexican",3.2,500.0,Sinhgad Road,Pune
Sagar Restaurant,Restaurant,"North Indian, Chinese",3.1,700.0,Pimpri,Pune
Jalsa Restaurant,Restaurant,"North Indian, Chinese",2.8,400.0,Pimple Gurav,Pune
Hotel Surya,Restaurant,"Seafood, North Indian, Chinese",2.9,550.0,Chinchwad,Pune
Shere E Punjab,Restaurant,"North Indian, Chinese, Mughlai",2.9,800.0,Budhwar Peth,Pune
Hotel Shifa,Restaurant,"Chinese, North Indian",3.3,400.0,Vishrantwadi,Pune
Mayur Garden Restaurant & Bar,Restaurant,"North Indian, Chinese",3.2,600.0,Bhosari,Pune
The Terrace Bistro,Restaurant,"Italian, Continental, Thai",3.3,1200.0,Dhole Patil Road,Pune
Palvi Pure Veg,Restaurant,"North Indian, Chinese, Fast Food, South Indian",2.8,500.0,Kharadi,Pune
Hotel Sinhgad Fountain,Restaurant,"Chinese, North Indian",2.9,350.0,Sinhgad Road,Pune
Swami's Pure Veg,Restaurant,"North Indian, Maharashtrian, Chinese, South Indian",2.7,750.0,Shukrawar Peth,Pune
Hotel Barsa,Restaurant,"North Indian, Chinese, Biryani",3.7,600.0,Wakad,Pune
Hotel Haveli,Restaurant,"Mughlai, North Indian, Biryani, Chinese",3.1,600.0,Katraj,Pune
Happy Bench,Restaurant,"North Indian, Chinese",3.3,600.0,Chinchwad,Pune
Hotel Gandharv,Restaurant,"North Indian, Street Food",2.9,300.0,Kothrud,Pune
Hotel Sitara Garden,Restaurant,"Fast Food, Chinese, North Indian, Mughlai, Beverages",3.1,500.0,Pimple Saudagar,Pune
Roshal Garden,Restaurant,"North Indian, Chinese",2.8,700.0,Bhosari,Pune
Horizon Resto,Restaurant,"Mughlai, North Indian, Chinese, Seafood",2.9,800.0,Vishrantwadi,Pune
Dinesh Bar Family & Restaurant,Restaurant,"North Indian, Chinese, Maharashtrian",2.9,400.0,B.T. Kawade Road,Pune
Balaji Pav Bhaji,Restaurant,"Street Food, Fast Food",3.4,150.0,Karve Nagar,Pune
Aakash,Restaurant,"North Indian, Chinese",3.1,1100.0,FC Road,Pune
Cafe Magic,Restaurant,Fast Food,3.5,200.0,FC Road,Pune
Cafe High Street Corner,Restaurant,"Fast Food, Beverages",3.2,200.0,Balewadi,Pune
Hotel Arambha Veg Non Veg,Restaurant,"Maharashtrian, North Indian",3.1,450.0,JM Road,Pune
China Bowl,Restaurant,Chinese,3.1,200.0,Dhankawadi,Pune
Shree Datta Bhel,Restaurant,Street Food,2.8,100.0,Pashan,Pune
J.J Hotel & Chinese Corner,Restaurant,"Maharashtrian, Chinese",3.0,300.0,Pimpri,Pune
Limra Restaurant,Restaurant,"North Indian, Chinese, Street Food, Mughlai, Maharashtrian",3.5,500.0,Wadgaon Sheri,Pune
Cafe Farmhouse,Restaurant,"Fast Food, Beverages",0.0,300.0,Dhole Patil Road,Pune
Shabree Veg Non-Veg Family Restaurant,Restaurant,"North Indian, Biryani",0.0,300.0,Wadgaon Sheri,Pune
Irani Cafe,Restaurant,"Fast Food, Beverages",0.0,200.0,Wakad,Pune
Yash Restaurant,Restaurant,"Biryani, North Indian, Fast Food, Chinese",0.0,300.0,Wadgaon Sheri,Pune
Gulacha Chaha,Restaurant,Tea,0.0,50.0,Hinjawadi,Pune
Puneri Darbar,Restaurant,"Chinese, North Indian, Maharashtrian",0.0,500.0,Wakad,Pune
Samosa Express,Restaurant,"Street Food, Fast Food, Beverages",0.0,200.0,Kondhwa,Pune
Food Corner Cafe,Restaurant,"Fast Food, Beverages",0.0,350.0,Bhosari,Pune
Belge Cakes & More,Restaurant,"Desserts, Bakery, Fast Food",0.0,200.0,Erandwane,Pune
Sinhgad Hotel,Restaurant,Maharashtrian,0.0,350.0,Sadashiv Peth,Pune
Lost Recipes,Restaurant,North Indian,0.0,400.0,Wakad,Pune
Pizzeria Cafe,Restaurant,Fast Food,3.1,350.0,Kothrud,Pune
Ishita Chinese Corner,Restaurant,North Indian,3.0,200.0,Narhe,Pune
Make My Treat,Restaurant,"Fast Food, Desserts",3.3,250.0,Hinjawadi,Pune
The Yellow Plate,Restaurant,"Fast Food, North Indian, Beverages",3.4,150.0,Kothrud,Pune
Blue Bawarchi Pure Veg,Restaurant,"Fast Food, Beverages",3.1,300.0,Wakad,Pune
Cafe Creme,Restaurant,"Desserts, Fast Food, Beverages",0.0,250.0,Dange Chowk,Pune
Kulfi Bar,Restaurant,Ice Cream,3.3,150.0,Wakad,Pune
Hotel Sugran Veg-Non Veg Family Garden Restaurant,Restaurant,"Maharashtrian, North Indian",3.4,500.0,Hadapsar,Pune
Bhandgaon Jatra,Restaurant,Maharashtrian,3.4,350.0,Pune-Solapur Road,Pune
Kranti Snack Centre,Restaurant,Fast Food,3.1,150.0,Hinjawadi,Pune
Rudraksh Pure Veg,Restaurant,"North Indian, Chinese",3.2,450.0,Narhe,Pune
Highwayz Litti Chokha,Restaurant,"North Indian, Chinese",3.0,150.0,Wakad,Pune
Taiyang,Restaurant,Chinese,3.0,450.0,Baner,Pune
Infinity Cafe,Restaurant,"Cafe, Desserts",3.1,250.0,Hinjawadi,Pune
Hotel Dhanashree,Restaurant,"North Indian, Chinese",3.1,400.0,Akurdi,Pune
Snehal Bhojnalay,Restaurant,"Maharashtrian, North Indian",3.2,500.0,Pune-Solapur Road,Pune
Dishas Dhaba,Restaurant,"Maharashtrian, North Indian, Chinese",3.4,450.0,Mulshi Road,Pune
Cafe 96K,Restaurant,"Cafe, Fast Food",3.4,250.0,Narhe,Pune
Hungry Khopcha,Restaurant,"Italian, Chinese, North Indian, South Indian",3.5,700.0,Viman Nagar,Pune
Shokeen Roll's,Restaurant,Rolls,3.4,300.0,Wagholi,Pune
Food Truck Rasa,Restaurant,Fast Food,3.2,300.0,Pimpri Chinchwad Area,Pune
Hotel Maitri,Restaurant,"Chinese, North Indian",3.0,650.0,Bhosari,Pune
TCO - The Cutlet Outlet,Restaurant,"American, Fast Food, European",2.5,300.0,Magarpatta,Pune
Spice Mantra,Restaurant,"North Indian, Chinese",3.3,600.0,Bavdhan,Pune
K K Family Restaurant,Restaurant,"North Indian, Chinese, Malwani",2.9,600.0,Bhosari,Pune
Punjabi Dhaba,Restaurant,North Indian,3.1,300.0,Wagholi,Pune
Mad About Chinese,Restaurant,Chinese,3.3,300.0,Kothrud,Pune
Badshahi Bhojanalay,Restaurant,Maharashtrian,2.9,200.0,Sinhgad Road,Pune
Sonu Shakewala,Restaurant,"Beverages, Desserts",3.4,300.0,Kalyani Nagar,Pune
Pari Dum Biryani,Restaurant,"Street Food, North Indian, Chinese",3.1,400.0,Warje,Pune
Sharvi The Little Chef,Restaurant,"North Indian, Chinese, Fast Food",3.1,350.0,Kharadi,Pune
South Delight,Restaurant,South Indian,3.6,200.0,Chinchwad,Pune
Alpahaar Snacks Centre,Restaurant,Street Food,3.2,100.0,Pimpri,Pune
Golden Pavbhaji,Restaurant,"Street Food, Fast Food",2.8,300.0,Pimple Saudagar,Pune
Shreeraj Tasty,Restaurant,North Indian,3.1,150.0,Wakad,Pune
Mystic Grill,Restaurant,"North Indian, Maharashtrian",3.4,400.0,Mundhwa,Pune
J J's Kitchen Halal,Restaurant,"North Indian, Hyderabadi, Mughlai, Rolls",3.2,400.0,Wakad,Pune
#PFC-Pocket Friendly Cafe,Restaurant,Chinese,3.2,300.0,Wadgaon Sheri,Pune
Jalebi Junction,Restaurant,Fast Food,3.3,150.0,Mulshi Road,Pune
Ice Burst Ice Cream,Restaurant,"Ice Cream, Beverages",3.2,300.0,Wakad,Pune
Raj Saoji Restaurant,Restaurant,"Maharashtrian, North Indian",3.8,300.0,Wakad,Pune
Golden Dragon Chinese And Tandoor,Restaurant,Chinese,3.1,400.0,Chinchwad,Pune
Sanskruti Family Restaurant,Restaurant,"North Indian, Chinese",3.2,800.0,Pimple Saudagar,Pune
Savali Hotel,Restaurant,"North Indian, Maharashtrian",3.3,600.0,Wagholi,Pune
Smoked Paprika,Restaurant,"South Indian, Chinese, North Indian",3.1,200.0,Kharadi,Pune
Richwood Multti Cuisine Restaurant,Restaurant,"North Indian, Maharashtrian, Mughlai, Chinese",3.4,600.0,Pimple Nilakh,Pune
The Coffee Cafe,Restaurant,Cafe,3.5,400.0,Kharadi,Pune
The Cake & Cream Factory,Restaurant,Bakery,3.3,150.0,Wakad,Pune
Chaitanya Hotel,Restaurant,North Indian,3.0,550.0,Dhankawadi,Pune
KKB Xprs,Restaurant,"Chinese, North Indian",3.2,500.0,Chinchwad,Pune
Hotel Ramnath Misal,Restaurant,Street Food,3.0,300.0,Khadakwasla,Pune
Puran Poli,Restaurant,Maharashtrian,2.9,350.0,Budhwar Peth,Pune
Ankur Biryanis,Restaurant,"Biryani, Thai",3.5,300.0,Narhe,Pune
Aamhi Kokani,Restaurant,"North Indian, Chinese, Fast Food",3.6,500.0,Sadashiv Peth,Pune
Diwan I Khas Caters,Restaurant,"North Indian, Mughlai",3.1,600.0,Chandan Nagar,Pune
Biryani Nawab,Restaurant,"North Indian, Hyderabadi",3.5,700.0,Hadapsar,Pune
Sant Krupa Tea And Snacks Centre,Restaurant,South Indian,3.1,100.0,Pimpri,Pune
Ziya's BBQ & Grills,Restaurant,"North Indian, Rolls, Arabian, Biryani, Chinese, Fast Food",3.3,400.0,Hadapsar,Pune
Nisarg Gardan And Family Restaurant,Restaurant,"North Indian, Biryani",3.3,350.0,Karve Nagar,Pune
Ocean The Taste Of Konkan,Restaurant,"Konkan, North Indian",3.1,400.0,Sinhgad Road,Pune
MM Caterers,Restaurant,"North Indian, Mughlai",3.0,400.0,Pashan,Pune
Kadak Zhatka,Restaurant,Street Food,3.1,200.0,Baner,Pune
Chicken Xperience By Venky's,Restaurant,"Fast Food, North Indian",3.6,400.0,Hinjawadi,Pune
Jd's Chinese,Restaurant,Chinese,3.3,400.0,Katraj,Pune
Karan's Kitchen,Restaurant,"North Indian, Chinese",3.1,400.0,Yerawada,Pune
Mad Over Momos,Restaurant,Momos,3.0,300.0,Viman Nagar,Pune
On The Go,Restaurant,"North Indian, Italian, Wraps",3.4,500.0,Hinjawadi,Pune
Kinara Family Restaurant,Restaurant,"North Indian, Chinese, Mughlai",3.5,700.0,Wakad,Pune
Royal Katta Roll House,Restaurant,Rolls,3.2,200.0,Katraj,Pune
Snackers Katta,Restaurant,"Street Food, Fast Food, Chinese",3.2,300.0,Chakan,Pune
Parshwa,Restaurant,"Street Food, North Indian",3.1,250.0,Chinchwad,Pune
Dhadoom,Restaurant,"American, Italian, Fast Food, Beverages",3.4,700.0,Baner,Pune
Hotel PatilWada,Restaurant,North Indian,3.0,400.0,Pimple Gurav,Pune
Cafe Bhaijaan,Restaurant,North Indian,3.6,300.0,Kondhwa,Pune
Hotel Live,Restaurant,"North Indian, Mughlai, Chinese",3.2,800.0,Wakad,Pune
Indian Spices,Restaurant,"North Indian, Fast Food",3.3,200.0,Ravet,Pune
Hotel Aaisaheb,Restaurant,Maharashtrian,3.2,250.0,Sinhgad Road,Pune
Hyderabad Biryani And Curry Point,Restaurant,"Biryani, North Indian, Chinese",3.2,700.0,Baner,Pune
Swagat Chinese House,Restaurant,Chinese,3.4,200.0,Narhe,Pune
RC Kitchen,Restaurant,"North Indian, Mughlai, Chinese, Seafood, Rolls",3.3,350.0,Hadapsar,Pune
Jagadamba Veg & Non-veg,Restaurant,"North Indian, Chinese, Biryani",3.0,300.0,Dhankawadi,Pune
Hotel Al Quresh,Restaurant,"North Indian, Chinese, Mughlai",3.1,300.0,Camp Area,Pune
Jayashree Havmor Ice-cream parlor,Restaurant,"Ice Cream, Beverages",3.3,150.0,Wagholi,Pune
Hotel Shetkari,Restaurant,"Chinese, North Indian, Mughlai, Malwani",2.9,400.0,Hadapsar,Pune
Shivam Pav Bhaji And Snack Centre,Restaurant,"North Indian, Street Food",3.2,250.0,Wakad,Pune
The Royal Dum Biryani,Restaurant,Biryani,3.2,250.0,Hadapsar,Pune
Tasty Oh Tasty,Restaurant,"North Indian, Fast Food",3.1,200.0,Wagholi,Pune
Sandwich 24,Restaurant,"Fast Food, Street Food",3.2,200.0,Kothrud,Pune
Surekha Restaurant,Restaurant,"South Indian, North Indian, Chinese",3.1,400.0,Wakad,Pune
Shree Ji Restaurant,Restaurant,North Indian,3.2,250.0,Hinjawadi,Pune
Siddy's Corner,Restaurant,Street Food,3.5,150.0,Satara Road,Pune
Food Mafiya,Restaurant,"Chinese, Fast Food, South Indian",3.5,400.0,Katraj,Pune
Shivmalhar Bhurji Centre,Restaurant,Street Food,3.3,200.0,Erandwane,Pune
Bengali Sweets Carnival,Restaurant,Mithai,3.1,150.0,Pimple Gurav,Pune
Nisarg Biryani And Catering,Restaurant,"Biryani, North Indian",3.1,350.0,Wagholi,Pune
YS Kitchen,Restaurant,"North Indian, Chinese",3.1,300.0,Hadapsar,Pune
Dakshinayam,Restaurant,"North Indian, South Indian",3.4,400.0,Magarpatta,Pune
Hashtag High,Restaurant,North Indian,3.1,500.0,Kharadi,Pune
Sidheshwar Foods,Restaurant,"North Indian, Fast Food, Chinese",3.3,600.0,Hadapsar,Pune
Hungry Folks,Restaurant,"Maharashtrian, North Indian, Chinese, Fast Food, Beverages",3.2,300.0,Ravet,Pune
Red Panda Chinese,Restaurant,Chinese,3.0,300.0,Shivaji Nagar,Pune
China Town,Restaurant,Chinese,3.0,300.0,Kondhwa,Pune
Chitale Bandhu Mithaiwale,Restaurant,Mithai,3.3,100.0,Dhankawadi,Pune
Machli,Restaurant,Seafood,3.4,550.0,Pimpri,Pune
YO! MO! Yours Only Momo Outlet,Restaurant,"Momos, Chinese",3.5,250.0,Hinjawadi,Pune
